paymentId,gcTransactionId,instructionId,endToEndId,timestamp,paymentMethod,serviceLevel,debtorAccount,debtorCountry,debtorBic,debtorAgentBic,creditorAccount,creditorCountry,creditorBic,creditorAgentBic,intermediaryAgentBic,instructedAmount,instructedCurrency,equivalentAmount,equivalentCurrency,chargeBearer,purposeCode,status,railName,errorCode,errorMessage,requestShape,responseShape,requestPayload,responsePayload,failureCategory,actualOrigin,originSource
MER-PAY-20250317-000104,gc-2f280a7b-a26a-d11c-96f5241899cb,GC-INSTR-DA488B40EF71798FFE2D,E2E-95ACFC01400C8A86B1894483,2025-03-18T06:37:42.549Z,SWIFT,NURG,NL68TRIO09146303161,NL,,ABNANL2A,66101043582,GB,BARCGB22,BARCGB22,,6023.23,USD,6524.57,EUR,SHAR,SUPP,ACCEPTED,SWIFT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000104"", ""instructionId"": ""GC-INSTR-DA488B40EF71798FFE2D"", ""endToEndId"": ""E2E-95ACFC01400C8A86B1894483"", ""paymentMethod"": ""SWIFT"", ""debtor"": {""name"": ""Bram Smits"", ""account"": ""NL68TRIO09146303161"", ""address"": {""country"": ""NL"", ""city"": ""Amsterdam"", ""addressLine"": ""Stationsplein 9"", ""postCode"": ""1012AB""}}, ""creditor"": {""name"": ""Kofi Asante"", ""account"": ""066101043582"", ""address"": {""country"": ""GB"", ""city"": ""London"", ""addressLine"": ""Local Address"", ""postCode"": """"}}, ""instructedAmount"": {""value"": 6023.23, ""currency"": ""USD""}, ""requestedExecutionDate"": ""2025-03-18"", ""debtorAgent"": {""bic"": ""ABNANL2A""}, ""creditorAgent"": {""bic"": ""BARCGB22""}, ""equivalentAmount"": {""value"": 6524.57, ""currency"": ""EUR""}, ""chargeBearer"": ""SHAR"", ""purposeCode"": ""SUPP"", ""serviceLevel"": ""NURG""}","{""paymentId"": ""MER-PAY-20250317-000104"", ""gcTransactionId"": ""gc-2f280a7b-a26a-d11c-96f5241899cb"", ""instructionId"": ""GC-INSTR-DA488B40EF71798FFE2D"", ""endToEndId"": ""E2E-95ACFC01400C8A86B1894483"", ""status"": ""ACCEPTED"", ""railName"": ""SWIFT"", ""schemeReference"": ""5684fa78-0d22-4cea-8380-d3762ed8eb65"", ""acceptedTimestamp"": ""2025-03-18T06:37:42.549Z"", ""expectedSettlement"": ""2025-03-20T06:37:42.937Z""}",,,
MER-PAY-20250317-000105,gc-485df675-724e-58df-e6093f48bc73,GC-INSTR-B23B369F3C07C8C958AA,E2E-D1D9D66A0F75500C759BA070,2025-03-18T06:37:48.573Z,SCT,,NL32INGB03714213747,NL,,,ES8247303874907745580128,ES,,,,831.12,EUR,,,,,ACCEPTED,SCT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000105"", ""instructionId"": ""GC-INSTR-B23B369F3C07C8C958AA"", ""endToEndId"": ""E2E-D1D9D66A0F75500C759BA070"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Maria Jansen"", ""account"": ""NL32INGB03714213747""}, ""creditor"": {""name"": ""Maria Rossi"", ""account"": ""ES8247303874907745580128""}, ""instructedAmount"": {""value"": 831.12, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18""}","{""paymentId"": ""MER-PAY-20250317-000105"", ""gcTransactionId"": ""gc-485df675-724e-58df-e6093f48bc73"", ""instructionId"": ""GC-INSTR-B23B369F3C07C8C958AA"", ""endToEndId"": ""E2E-D1D9D66A0F75500C759BA070"", ""status"": ""ACCEPTED"", ""railName"": ""SCT"", ""schemeReference"": ""EBACLRNG20260625963216"", ""acceptedTimestamp"": ""2025-03-18T06:37:48.573Z"", ""expectedSettlement"": ""2025-03-19T06:37:48.426Z""}",,,
MER-PAY-20250317-000106,gc-e13e4f29-07af-8ed5-402c1e967562,GC-INSTR-F2953AA707768A59951D,E2E-330DF4B32DE0B6AFE1B7EAA7,2025-03-18T06:52:20.435Z,SCT_INST,INST,NL33BUNQ08395855852,NL,,,BE31797680953627,BE,,,,271.48,EUR,,,,,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000106"", ""instructionId"": ""GC-INSTR-F2953AA707768A59951D"", ""endToEndId"": ""E2E-330DF4B32DE0B6AFE1B7EAA7"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Thijs Hendriks"", ""account"": ""NL33BUNQ08395855852""}, ""creditor"": {""name"": ""Patrick Murphy"", ""account"": ""BE31797680953627""}, ""instructedAmount"": {""value"": 271.48, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18"", ""serviceLevel"": ""INST""}","{""paymentId"": ""MER-PAY-20250317-000106"", ""gcTransactionId"": ""gc-e13e4f29-07af-8ed5-402c1e967562"", ""instructionId"": ""GC-INSTR-F2953AA707768A59951D"", ""endToEndId"": ""E2E-330DF4B32DE0B6AFE1B7EAA7"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606259428153"", ""acceptedTimestamp"": ""2025-03-18T06:52:20.435Z"", ""expectedSettlement"": ""2025-03-18T06:52:27.500Z""}",,,
MER-PAY-20250317-000107,gc-6ce9f454-4561-385e-42d2a2d3726a,GC-INSTR-03798BC6DD0CFABE94CF,E2E-2C1A7E14F4D03CDF2D9462CB,2025-03-18T07:13:35.203Z,SCT_INST,INST,NL36BUNQ03020256913,NL,,,DE3912948302335642938,DE,,,,649.02,EUR,,,,,FAILED,SCT_INST,BE01,Inconsistent with End Customer,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000107"", ""instructionId"": ""GC-INSTR-03798BC6DD0CFABE94CF"", ""endToEndId"": ""E2E-2C1A7E14F4D03CDF2D9462CB"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Hendrik Visser"", ""account"": ""NL36BUNQ03020256913""}, ""creditor"": {""name"": ""Carlos Garcia"", ""account"": ""DE3912948302335642938""}, ""instructedAmount"": {""value"": 649.02, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18"", ""serviceLevel"": ""INST""}","{""paymentId"": ""MER-PAY-20250317-000107"", ""gcTransactionId"": ""gc-6ce9f454-4561-385e-42d2a2d3726a"", ""instructionId"": ""GC-INSTR-03798BC6DD0CFABE94CF"", ""endToEndId"": ""E2E-2C1A7E14F4D03CDF2D9462CB"", ""status"": ""FAILED"", ""failedTimestamp"": ""2025-03-18T07:13:38.136Z"", ""railName"": ""SCT_INST"", ""errorCode"": ""BE01"", ""errorMessage"": ""Inconsistent with End Customer""}",SCHEME_REJECT,RAIL,KNOWN_FROM_TEST_DESIGN
MER-PAY-20250317-000108,gc-e7013d98-4b7b-21a0-7d6f901c447c,GC-INSTR-04D370ADD6F73D059772,E2E-A582B526754DC78569E557CD,2025-03-18T07:55:28.911Z,SCT,,NL74BUNQ05829236161,NL,,,IT15X7810023607C5CKGFHA7I8K,IT,,,,3301.61,EUR,,,,,FAILED,,,,COMPLETE,BLANK,"{""paymentId"": ""MER-PAY-20250317-000108"", ""instructionId"": ""GC-INSTR-04D370ADD6F73D059772"", ""endToEndId"": ""E2E-A582B526754DC78569E557CD"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Hendrik Visser"", ""account"": ""NL74BUNQ05829236161""}, ""creditor"": {""name"": ""Anna Mueller"", ""account"": ""IT15X7810023607C5CKGFHA7I8K""}, ""instructedAmount"": {""value"": 3301.61, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18""}","{""paymentId"": ""MER-PAY-20250317-000108"", ""gcTransactionId"": ""gc-e7013d98-4b7b-21a0-7d6f901c447c"", ""instructionId"": ""GC-INSTR-04D370ADD6F73D059772"", ""endToEndId"": ""E2E-A582B526754DC78569E557CD"", ""status"": ""FAILED"", ""failedTimestamp"": ""2025-03-18T07:55:29.351Z"", ""errorCode"": """", ""errorMessage"": """"}",CORE_VALIDATION,CORE,RECONSTRUCTED_FROM_LOGS
MER-PAY-20250317-000109,gc-dc713de4-03f6-a267-e40af4e55183,GC-INSTR-11002D2B27AA55CEFF7E,E2E-67433B3CDF7B27F9C91F1067,2025-03-18T08:02:57.069Z,SCT_INST,INST,NL55INGB04869653715,NL,,,ES4128251431551779601691,ES,,,,1428.13,EUR,,,,,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000109"", ""instructionId"": ""GC-INSTR-11002D2B27AA55CEFF7E"", ""endToEndId"": ""E2E-67433B3CDF7B27F9C91F1067"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Thijs Hendriks"", ""account"": ""NL55INGB04869653715""}, ""creditor"": {""name"": ""Anna Mueller"", ""account"": ""ES4128251431551779601691""}, ""instructedAmount"": {""value"": 1428.13, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18"", ""serviceLevel"": ""INST""}","{""paymentId"": ""MER-PAY-20250317-000109"", ""gcTransactionId"": ""gc-dc713de4-03f6-a267-e40af4e55183"", ""instructionId"": ""GC-INSTR-11002D2B27AA55CEFF7E"", ""endToEndId"": ""E2E-67433B3CDF7B27F9C91F1067"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606252098795"", ""acceptedTimestamp"": ""2025-03-18T08:02:57.069Z"", ""expectedSettlement"": ""2025-03-18T08:03:06.227Z""}",,,
MER-PAY-20250317-000110,gc-0937e1e2-0c3b-e7c9-60d066d54112,GC-INSTR-241462950065656D13C9,E2E-7C61076763E4FA38C461A3F5,2025-03-18T08:29:39.800Z,SWIFT,NURG,NL17BUNQ06870079420,NL,,ABNANL2A,58336550753,SR,SOSRSRPA,SOSRSRPA,,6660.94,USD,7457.39,EUR,SHAR,OTHR,ACCEPTED,SWIFT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000110"", ""instructionId"": ""GC-INSTR-241462950065656D13C9"", ""endToEndId"": ""E2E-7C61076763E4FA38C461A3F5"", ""paymentMethod"": ""SWIFT"", ""debtor"": {""name"": ""Emma de Wit"", ""account"": ""NL17BUNQ06870079420"", ""address"": {""country"": ""NL"", ""city"": ""Amsterdam"", ""addressLine"": ""Stationsplein 9"", ""postCode"": ""1012AB""}}, ""creditor"": {""name"": ""Tariq Hussain"", ""account"": ""58336550753"", ""address"": {""country"": ""SR"", ""city"": ""Paramaribo"", ""addressLine"": ""Local Address"", ""postCode"": """"}}, ""instructedAmount"": {""value"": 6660.94, ""currency"": ""USD""}, ""requestedExecutionDate"": ""2025-03-18"", ""debtorAgent"": {""bic"": ""ABNANL2A""}, ""creditorAgent"": {""bic"": ""SOSRSRPA""}, ""equivalentAmount"": {""value"": 7457.39, ""currency"": ""EUR""}, ""chargeBearer"": ""SHAR"", ""purposeCode"": ""OTHR"", ""serviceLevel"": ""NURG""}","{""paymentId"": ""MER-PAY-20250317-000110"", ""gcTransactionId"": ""gc-0937e1e2-0c3b-e7c9-60d066d54112"", ""instructionId"": ""GC-INSTR-241462950065656D13C9"", ""endToEndId"": ""E2E-7C61076763E4FA38C461A3F5"", ""status"": ""ACCEPTED"", ""railName"": ""SWIFT"", ""schemeReference"": ""efafb4a5-3f5e-42e9-8ea6-ebc8ca10daa5"", ""acceptedTimestamp"": ""2025-03-18T08:29:39.800Z"", ""expectedSettlement"": ""2025-03-20T08:29:39.847Z""}",,,
MER-PAY-20250317-000111,gc-b8697320-9ffb-5bf3-250b0e6aac58,GC-INSTR-4A26941BCCA097B4F632,E2E-D1F71692908514C420DE3C07,2025-03-18T08:31:15.169Z,SCT_INST,INST,NL47BUNQ07499589367,NL,,,FR7962101143221CFB7D738E023,FR,,,,2020.24,EUR,,,,,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000111"", ""instructionId"": ""GC-INSTR-4A26941BCCA097B4F632"", ""endToEndId"": ""E2E-D1F71692908514C420DE3C07"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Hendrik Visser"", ""account"": ""NL47BUNQ07499589367""}, ""creditor"": {""name"": ""Marie Dubois"", ""account"": ""FR7962101143221CFB7D738E023""}, ""instructedAmount"": {""value"": 2020.24, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18"", ""serviceLevel"": ""INST""}","{""paymentId"": ""MER-PAY-20250317-000111"", ""gcTransactionId"": ""gc-b8697320-9ffb-5bf3-250b0e6aac58"", ""instructionId"": ""GC-INSTR-4A26941BCCA097B4F632"", ""endToEndId"": ""E2E-D1F71692908514C420DE3C07"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606256873219"", ""acceptedTimestamp"": ""2025-03-18T08:31:15.169Z"", ""expectedSettlement"": ""2025-03-18T08:31:19.703Z""}",,,
MER-PAY-20250317-000112,gc-8f47c95a-5535-69fd-c0d6de018fc3,GC-INSTR-7AD8A0AF5ADFBA37BC5F,E2E-F7AB169BDECB071DFF7EF783,2025-03-18T08:49:15.771Z,SCT_INST,INST,NL95ABNA06025643471,NL,,,FR7893040744821BDEC9A6BB692,FR,,,,2416.3,EUR,,,,SUPP,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000112"", ""instructionId"": ""GC-INSTR-7AD8A0AF5ADFBA37BC5F"", ""endToEndId"": ""E2E-F7AB169BDECB071DFF7EF783"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Pieter van den Berg"", ""account"": ""NL95ABNA06025643471""}, ""creditor"": {""name"": ""Anna Mueller"", ""account"": ""FR7893040744821BDEC9A6BB692""}, ""instructedAmount"": {""value"": 2416.3, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18"", ""serviceLevel"": ""INST"", ""purposeCode"": ""SUPP""}","{""paymentId"": ""MER-PAY-20250317-000112"", ""gcTransactionId"": ""gc-8f47c95a-5535-69fd-c0d6de018fc3"", ""instructionId"": ""GC-INSTR-7AD8A0AF5ADFBA37BC5F"", ""endToEndId"": ""E2E-F7AB169BDECB071DFF7EF783"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606254915256"", ""acceptedTimestamp"": ""2025-03-18T08:49:15.771Z"", ""expectedSettlement"": ""2025-03-18T08:49:20.265Z""}",,,
MER-PAY-20250317-000113,gc-d92ba400-ea28-a1a6-010c4d71f30a,GC-INSTR-68A8C22A85FC47B4705B,E2E-BF56A39CEC10B989388BC4DF,2025-03-18T09:15:58.539Z,SCT,,NL16RABO04158929093,NL,,,BE38748844038563,BE,,,,488.18,EUR,,,,,ACCEPTED,SCT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000113"", ""instructionId"": ""GC-INSTR-68A8C22A85FC47B4705B"", ""endToEndId"": ""E2E-BF56A39CEC10B989388BC4DF"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Emma de Wit"", ""account"": ""NL16RABO04158929093""}, ""creditor"": {""name"": ""Ines De Smet"", ""account"": ""BE38748844038563""}, ""instructedAmount"": {""value"": 488.18, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18""}","{""paymentId"": ""MER-PAY-20250317-000113"", ""gcTransactionId"": ""gc-d92ba400-ea28-a1a6-010c4d71f30a"", ""instructionId"": ""GC-INSTR-68A8C22A85FC47B4705B"", ""endToEndId"": ""E2E-BF56A39CEC10B989388BC4DF"", ""status"": ""ACCEPTED"", ""railName"": ""SCT"", ""schemeReference"": ""EBACLRNG20260625907733"", ""acceptedTimestamp"": ""2025-03-18T09:15:58.539Z"", ""expectedSettlement"": ""2025-03-19T09:15:58.427Z""}",,,
MER-PAY-20250317-000114,gc-b9b6c356-3439-70e3-b7c6567be143,GC-INSTR-5F72DA9CDF5C1E1B01E7,E2E-4D4E348310ACFF28FE3C3B11,2025-03-18T10:01:46.546Z,SCT_INST,INST,NL44TRIO08522823052,NL,,,IT12X7565576127J83AI5D8HAAF,IT,,,,421.98,EUR,,,,OTHR,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000114"", ""instructionId"": ""GC-INSTR-5F72DA9CDF5C1E1B01E7"", ""endToEndId"": ""E2E-4D4E348310ACFF28FE3C3B11"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Anneke Bakker"", ""account"": ""NL44TRIO08522823052""}, ""creditor"": {""name"": ""Carlos Garcia"", ""account"": ""IT12X7565576127J83AI5D8HAAF""}, ""instructedAmount"": {""value"": 421.98, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18"", ""serviceLevel"": ""INST"", ""purposeCode"": ""OTHR""}","{""paymentId"": ""MER-PAY-20250317-000114"", ""gcTransactionId"": ""gc-b9b6c356-3439-70e3-b7c6567be143"", ""instructionId"": ""GC-INSTR-5F72DA9CDF5C1E1B01E7"", ""endToEndId"": ""E2E-4D4E348310ACFF28FE3C3B11"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606251709232"", ""acceptedTimestamp"": ""2025-03-18T10:01:46.546Z"", ""expectedSettlement"": ""2025-03-18T10:01:49.386Z""}",,,
MER-PAY-20250317-000115,gc-37ee67ee-6832-1c82-a888075de655,GC-INSTR-B8641B229482AAF1528F,E2E-318764A48774FC9A1F018DFF,2025-03-18T10:04:36.509Z,SCT_INST,INST,NL11BUNQ06068886742,NL,,,BE97819151020195,BE,,,,1187.25,EUR,,,,,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000115"", ""instructionId"": ""GC-INSTR-B8641B229482AAF1528F"", ""endToEndId"": ""E2E-318764A48774FC9A1F018DFF"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Aisha Mensah"", ""account"": ""NL11BUNQ06068886742""}, ""creditor"": {""name"": ""Patrick Murphy"", ""account"": ""BE97819151020195""}, ""instructedAmount"": {""value"": 1187.25, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18"", ""serviceLevel"": ""INST""}","{""paymentId"": ""MER-PAY-20250317-000115"", ""gcTransactionId"": ""gc-37ee67ee-6832-1c82-a888075de655"", ""instructionId"": ""GC-INSTR-B8641B229482AAF1528F"", ""endToEndId"": ""E2E-318764A48774FC9A1F018DFF"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606257768597"", ""acceptedTimestamp"": ""2025-03-18T10:04:36.509Z"", ""expectedSettlement"": ""2025-03-18T10:04:40.147Z""}",,,
MER-PAY-20250317-000116,gc-619c575d-fd9e-1ca2-efba134d80de,GC-INSTR-2AA482C210868ED95296,E2E-9F1A7916AB12DEF6C21CA161,2025-03-18T10:19:02.042Z,SCT,,NL14BUNQ00725873393,NL,,,BE83297823850558,BE,,,,1081.59,EUR,,,,,ACCEPTED,SCT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000116"", ""instructionId"": ""GC-INSTR-2AA482C210868ED95296"", ""endToEndId"": ""E2E-9F1A7916AB12DEF6C21CA161"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Anneke Bakker"", ""account"": ""NL14BUNQ00725873393""}, ""creditor"": {""name"": ""Patrick Murphy"", ""account"": ""BE83297823850558""}, ""instructedAmount"": {""value"": 1081.59, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18""}","{""paymentId"": ""MER-PAY-20250317-000116"", ""gcTransactionId"": ""gc-619c575d-fd9e-1ca2-efba134d80de"", ""instructionId"": ""GC-INSTR-2AA482C210868ED95296"", ""endToEndId"": ""E2E-9F1A7916AB12DEF6C21CA161"", ""status"": ""ACCEPTED"", ""railName"": ""SCT"", ""schemeReference"": ""EBACLRNG20260625114060"", ""acceptedTimestamp"": ""2025-03-18T10:19:02.042Z"", ""expectedSettlement"": ""2025-03-19T10:19:02.676Z""}",,,
MER-PAY-20250317-000117,gc-0aeda218-b143-f471-204c5b1c0da2,GC-INSTR-58B1A35A6D8F0A2DDD17,E2E-579E1D26F46DCAC1B0F269CA,2025-03-18T10:23:52.625Z,SCT,,NL43RABO09027716701,NL,,,BE11821980498383,BE,,,,1158.73,EUR,,,,,ACCEPTED,SCT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000117"", ""instructionId"": ""GC-INSTR-58B1A35A6D8F0A2DDD17"", ""endToEndId"": ""E2E-579E1D26F46DCAC1B0F269CA"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Kasim Yilmaz"", ""account"": ""NL43RABO09027716701""}, ""creditor"": {""name"": ""Philippe Bernard"", ""account"": ""BE11821980498383""}, ""instructedAmount"": {""value"": 1158.73, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18""}","{""paymentId"": ""MER-PAY-20250317-000117"", ""gcTransactionId"": ""gc-0aeda218-b143-f471-204c5b1c0da2"", ""instructionId"": ""GC-INSTR-58B1A35A6D8F0A2DDD17"", ""endToEndId"": ""E2E-579E1D26F46DCAC1B0F269CA"", ""status"": ""ACCEPTED"", ""railName"": ""SCT"", ""schemeReference"": ""EBACLRNG20260625802382"", ""acceptedTimestamp"": ""2025-03-18T10:23:52.625Z"", ""expectedSettlement"": ""2025-03-19T10:23:52.894Z""}",,,
MER-PAY-20250317-000118,gc-0e851843-d336-0f87-ace42e4b72c7,GC-INSTR-40672A28B80BA9562B04,E2E-4C67E3D282CDE664417D4E75,2025-03-18T10:31:15.870Z,SCT_INST,INST,NL71RABO06968516921,NL,,,BE19572275006641,BE,,,,1725.43,EUR,,,,,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000118"", ""instructionId"": ""GC-INSTR-40672A28B80BA9562B04"", ""endToEndId"": ""E2E-4C67E3D282CDE664417D4E75"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Hendrik Visser"", ""account"": ""NL71RABO06968516921""}, ""creditor"": {""name"": ""Patrick Murphy"", ""account"": ""BE19572275006641""}, ""instructedAmount"": {""value"": 1725.43, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18"", ""serviceLevel"": ""INST""}","{""paymentId"": ""MER-PAY-20250317-000118"", ""gcTransactionId"": ""gc-0e851843-d336-0f87-ace42e4b72c7"", ""instructionId"": ""GC-INSTR-40672A28B80BA9562B04"", ""endToEndId"": ""E2E-4C67E3D282CDE664417D4E75"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606255984041"", ""acceptedTimestamp"": ""2025-03-18T10:31:15.870Z"", ""expectedSettlement"": ""2025-03-18T10:31:22.266Z""}",,,
MER-PAY-20250317-000119,gc-6e192f76-43d0-5ad6-f30a32ec0a60,GC-INSTR-8DFCD04E13ACE3EBBFA9,E2E-52EEC998770589C7FBE6CE5B,2025-03-18T10:39:47.997Z,SCT_INST,INST,NL83ABNA00293313268,NL,,,FR7044317651410168817129144,FR,,,,1756.95,EUR,,,,,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000119"", ""instructionId"": ""GC-INSTR-8DFCD04E13ACE3EBBFA9"", ""endToEndId"": ""E2E-52EEC998770589C7FBE6CE5B"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Aisha Mensah"", ""account"": ""NL83ABNA00293313268""}, ""creditor"": {""name"": ""Sophie Martin"", ""account"": ""FR7044317651410168817129144""}, ""instructedAmount"": {""value"": 1756.95, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18"", ""serviceLevel"": ""INST""}","{""paymentId"": ""MER-PAY-20250317-000119"", ""gcTransactionId"": ""gc-6e192f76-43d0-5ad6-f30a32ec0a60"", ""instructionId"": ""GC-INSTR-8DFCD04E13ACE3EBBFA9"", ""endToEndId"": ""E2E-52EEC998770589C7FBE6CE5B"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606252059050"", ""acceptedTimestamp"": ""2025-03-18T10:39:47.997Z"", ""expectedSettlement"": ""2025-03-18T10:39:54.815Z""}",,,
MER-PAY-20250317-000120,gc-efe3384b-97cc-03fb-a0d41a3ad020,GC-INSTR-933E8BA19E7FE77736C7,E2E-455E3E89CB3CB106353D8B2B,2025-03-18T11:27:56.668Z,SCT_INST,INST,NL58INGB05148550702,NL,,,BE12542332556664,BE,,,,976.06,EUR,,,,,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000120"", ""instructionId"": ""GC-INSTR-933E8BA19E7FE77736C7"", ""endToEndId"": ""E2E-455E3E89CB3CB106353D8B2B"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Pieter van den Berg"", ""account"": ""NL58INGB05148550702""}, ""creditor"": {""name"": ""Klaus Schmidt"", ""account"": ""BE12542332556664""}, ""instructedAmount"": {""value"": 976.06, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18"", ""serviceLevel"": ""INST""}","{""paymentId"": ""MER-PAY-20250317-000120"", ""gcTransactionId"": ""gc-efe3384b-97cc-03fb-a0d41a3ad020"", ""instructionId"": ""GC-INSTR-933E8BA19E7FE77736C7"", ""endToEndId"": ""E2E-455E3E89CB3CB106353D8B2B"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606252780458"", ""acceptedTimestamp"": ""2025-03-18T11:27:56.668Z"", ""expectedSettlement"": ""2025-03-18T11:28:03.647Z""}",,,
MER-PAY-20250317-000121,gc-563b57d3-e7f8-6da3-871968bcc044,GC-INSTR-AF5D9ED77CD98A9C25BF,E2E-891AED93E533F35A49A39CCB,2025-03-18T11:39:56.703Z,SCT_INST,INST,NL91KNAB08853798214,NL,,,FR368839893026D2A7374982942,FR,,,,2416.95,EUR,,,,OTHR,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000121"", ""instructionId"": ""GC-INSTR-AF5D9ED77CD98A9C25BF"", ""endToEndId"": ""E2E-891AED93E533F35A49A39CCB"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Eva Peters"", ""account"": ""NL91KNAB08853798214""}, ""creditor"": {""name"": ""Marie Dubois"", ""account"": ""FR368839893026D2A7374982942""}, ""instructedAmount"": {""value"": 2416.95, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-18"", ""serviceLevel"": ""INST"", ""purposeCode"": ""OTHR""}","{""paymentId"": ""MER-PAY-20250317-000121"", ""gcTransactionId"": ""gc-563b57d3-e7f8-6da3-871968bcc044"", ""instructionId"": ""GC-INSTR-AF5D9ED77CD98A9C25BF"", ""endToEndId"": ""E2E-891AED93E533F35A49A39CCB"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606257594804"", ""acceptedTimestamp"": ""2025-03-18T11:39:56.703Z"", ""expectedSettlement"": ""2025-03-18T11:39:58.068Z""}",,,
